pdf,Title,page,case_No,last_page
f1,"Caller-Times Pub. Co. v. Triad Communications, Inc.",160,12,189.0
f1,UXB Sand & Gravel v. Rosenfeld Concrete Corp.,190,13,198.0
f1,Northwestern Bell Tel. Co. v. Iowa Utilities Bd.,199,14,209.0
f1,"HyPoint Technology, Inc. v. Hewlett-Packard Co.",210,15,215.0
f1,Times Herald Printing Co. v. A.H. Belo Corp.,216,16,227.0
f1,"Barr Laboratories, Inc. v. Abbott Laboratories",228,17,249.0
f1,Sessions Tank Liners v. Joor Mfg.,250,18,270.0
f1,Tarabishi v. McAlester Reg'l Hosp.,271,19,286.0
f1,"Western Power Sports, Inc. v. Polaris Industries Partners L.P.",287,20,291.0
f1,Johnson v. Greater Southeast Community Hosp. Corp.,292,21,301.0
f1,"Great Clips, Inc. v. Levine",302,22,304.0
f1,National Info. Servs. v. TRW Inc.,305,23,316.0
f1,"Baxter Int'l, Inc. v. Cobe Lab, Inc.",317,24,325.0
f1,"Albert Einstein Medical Center v. Physicians Clinical Services, Ltd",326,25,333.0
f1,Abbott Labs. v. Brennan,334,26,349.0
f1,Tunis Bros. Co. v. Ford Motor Co.,350,27,378.0
f1,Collins v. Basketball Players Ass'n,379,28,393.0
f1,"Diversified Foods, Inc. v. First Nat'l Bank",394,29,396.0
f1,People v. Rattenni,397,30,399.0
f1,Montgomery County Ass'n of Realtors v. Realty Photo Master Corp.,400,31,414.0
f1,Owens v. Pepsi Cola Bottling Co.,415,32,425.0
f1,Chanute v. Williams Natural Gas Co.,426,33,445.0
f1,Coleman v. Cannon Oil Co.,446,34,449.0
f1,"Viacom Int'l, Inc. v. Time, Inc.",450,35,465.0
f1,Daily Advertiser v. Trans-La,466,36,475.0
f1,Fisichelli v. Methuen,476,37,481.0
f1,Anaheim v. Southern California Edison Co.,482,38,491.0
f1,Pudlo v. Adamski,492,39,499.0
f1,Pyramid Co. of Rockland v. Mautner,500,40,506.0
f1,County of Oakland by Kuhn v. Detroit,507,41,522.0
f1,"Phone Directories Co., Inc. v. Contel Corp.",523,42,535.0
f1,Mason v. Sybron Corp.,536,43,542.0
f1,Monsanto Co. v. Department of Public Utilities,543,44,547.0
f1,Daniel v. Am. Bd. of Emergency Med.,548,45,561.0
f1,Fitzgerald v. Walker,562,46,568.0
f1,"Caller-Times Pub. Co. v. Triad Communications, Inc.",569,47,589.0
f1,A-Abart Elec. Supply v. Emerson Elec. Co.,590,48,601.0
f1,Virtual Maintenance v. Prime Computer,602,49,617.0
f1,Miller v. Indiana Hosp.,618,50,634.0
f1,"Alvord-Polk, Inc. v. F. Schumacher & Co.",635,51,661.0
f1,"Futurevision Cable Systems, Inc. v. Multivision Cable TV Corp.",662,52,685.0
f1,In re Iams Co. Litig.,686,53,700.0
f1,"Pacific Express, Inc. v. United Airlines, Inc.",701,54,709.0
f1,"Town Sound & Custom Tops, Inc. v. Chrysler Motors Corp.",710,55,742.0
f1,"VMG Enters. v. F. Quesada & Franco, Inc.",743,56,763.0
f1,"Five Smiths, Inc. v. National Football League Players Ass'n",764,57,777.0
f1,"Capital Ford Truck Sales, Inc. v. Ford Motor Co.",778,58,809.0
f1,National Hockey League v. National Hockey League Players Ass'n,810,59,818.0
f1,Riddle v. Mobil Oil Corp.,819,60,835.0
f1,"Slowiak v. Hudson Foods, Inc.",836,61,849.0
f1,"Cimarron Pipeline Constr., Inc. v. National Council on Compensation Ins.",850,62,852.0
f1,"Dunlap v. Colorado Springs Cablevision, Inc.",853,63,872.0
f1,Chicago Professional Sports Ltd. Partnership v. National Basketball Ass'n,873,64,882.0
f1,McNeil v. National Football League,883,65,910.0
f1,"Glacier Optical, Inc. v. Optique Du Monde, Ltd.",911,66,918.0
f1,Greater Rockford Energy & Technology Corp. v. Shell Oil Co.,919,67,950.0
f1,"McGuire Oil Co. v. Mapco, Inc.",951,68,964.0
f1,"Remco Distributors, Inc. v. Oreck Corp.",965,69,972.0
f1,"Ben Sheftall Distributing Co. v. Mirta de Perales, Inc.",973,70,987.0
f1,In re Bank of Credit & Commerce Int'l Depositors Litig. v. Price Waterhouse & Co.,988,71,1006.0
f1,Sun Franchise Assoc. v. Sun Refining & Marketing Co.,1007,72,1019.0
f1,"York Bldg. Prods. Co. v. Delta Carbonate, Inc.",1020,73,1024.0
f1,Kravco Co. v. Valley Forge Center Assoc.,1025,74,1030.0
f1,Hinkleman v. Shell Oil Co.,1031,75,1045.0
f1,Serv. & Training v. Data Gen. Corp.,1046,76,1061.0
f1,"Capital Imaging Assocs., P.C. v. Mohawk Valley Medical Assocs., Inc.",1062,77,1076.0
f1,Homestead v. Beard,1077,78,1086.0
f1,Oltz v. St. Peter's Community Hosp.,1087,79,1093.0
f1,Breaux Bros. Farms v. Teche Sugar Co.,1094,80,1117.0
f1,"Land O'Lakes, Inc. v. Fredjo's Enterprises, Ltd.",1118,81,1137.0
f1,"Dillard v. Merrill Lynch, Pierce, Fenner & Smith, Inc.",1138,82,1154.0
f1,"Trans Sport, Inc. v. Starter Sportswear, Inc.",1155,83,1163.0
f1,"Michael Anthony Jewelers, Inc. v. Peacock Jewelry, Inc.",1164,84,1182.0
f1,Michigan Public Power Agency v. FERC,1183,85,1193.0
f1,Elgabri v. Lekas,1194,86,1203.0
f1,"Associated Builders & Contrs., Inc. v. Seward",1204,87,1214.0
f1,"Ray Dancer, Inc. v. DMC Corp.",1215,88,1228.0
f1,Eastman Kodak Co. v. Image Tech. Servs.,1229,89,1265.0
f1,FTC v. Ticor Title Ins. Co.,1266,90,1284.0
f1,Stamatakis Indus. v. King,1285,91,1288.0
f1,Holzrichter v. County of Cook,1289,92,1298.0
f1,Sandy River Nursing Care Center v. National Council on Compensation Ins.,1299,93,1310.0
f1,"Reliability Research, Inc. v. Computer Assocs. Int'l, Inc.",1311,94,1314.0
f1,U.S. Philips Corp. v. Sears Roebuck & Co.,1315,95,1323.0
f1,NOW v. Scheidler,1324,96,1343.0
f1,"Greene County Memorial Park v. Behm Funeral Homes, Inc.",1344,97,1356.0
f1,Peterson v. Philadelphia Stock Exchange,1357,98,1363.0
f1,Smith v. Ricks,1364,99,
f10,Canterbury Liquors & Pantry v. Sullivan,21,1,35.0
f10,Goldwasser v. Ameritech Corp.,36,2,46.0
f10,David L. Aldridge Co. v. Microsoft Corp.,47,3,80.0
f10,Gateway Western Ry. v. Terminal R.R. Ass'n of St. Louis,81,4,85.0
f10,Continental Orthopedic Appliances v. Health Ins. Plan,86,5,98.0
f10,Blanco v. Remington Hotel Corp.,99,6,106.0
f10,Classic Communs. v. Rural Tel. Serv. Co.,107,7,111.0
f10,"Double D Spotting Serv. v. Supervalu, Inc.",112,8,122.0
f10,Davies v. Genesis Med. Ctr.,123,9,154.0
f10,United States v. Rochester Gas & Elec. Corp.,155,10,161.0
f10,All Care Nursing Serv. v. High Tech Staffing Servs.,162,11,173.0
f10,"Rads, P.C. v. Mercy Mem'l Hosp.",174,12,183.0
f10,Image Tech. Serv. v. Eastman Kodak Co.,184,13,190.0
f10,"McNeilus Truck & Mfg., Inc. v. Ohio ex rel. Montgomery",191,14,199.0
f10,"CDC Techs., Inc. v. IDEXX Labs., Inc.",200,15,210.0
f10,Concord Boat Corp. v. Brunswick Corp.,211,16,221.0
f10,International Techs. Consultants v. Pilkington PLC,222,17,234.0
f10,Repeat-O-Type Stencil v. Hewlett-Packard Co.,235,18,238.0
f10,Cardtoons L.C. v. Major League Baseball Players Ass'n,239,19,243.0
f10,L'Altrella v. Weight Watchers Internat'l,244,20,249.0
f10,Smith v. NCAA,250,21,262.0
f10,Mitel Corp. v. A&A Connections,263,22,272.0
f10,Tampa Bay Storm v. Arena Football League,273,23,286.0
f10,"Nobelpharma AB v. Implant Innovations, Inc.",287,24,308.0
f10,"LABORERS v. PHILIP MORRIS, INC.",309,25,331.0
f10,Bankers Ins. Co. v. Florida Residential Prop. & Cas. Joint Underwriting Ass'n,332,26,338.0
f10,Iams Co. v. L.A. Pet Foods,339,27,363.0
f10,CDC Techs. v. IDEXX Lab.,364,28,368.0
f10,LITTLE CAESAR ENTERPRISES v. SMITH,369,29,384.0
f10,"Little Caesar Enters., Inc. v. Smith",385,30,439.0
f10,"Lucas Auto. Eng'g, Inc. v. Bridgestone/Firestone, Inc.",440,31,451.0
f10,Brokerage Concepts v. United States Healthcare,452,32,497.0
f10,"J. Allen Ramey, M.D., Inc. v. Pacific Found. for Med. Care",498,33,510.0
f10,Kimberlin v. DOJ,511,34,519.0
f10,Southern Card & Novelty v. Lawson Mardon Label,520,35,528.0
f10,"Tops Mkts., Inc. v. Quality Mkts., Inc.",529,36,543.0
f10,Campos v. Ticketmaster Corp.,544,37,553.0
f10,Intergraph Corp. v. Intel Corp.,554,38,597.0
f10,Southeast Fla. Laborers Dist. Heath & Welfare Trust Fund v. Philip Morris,598,39,608.0
f10,Law v. NCAA,609,40,623.0
f10,Earles v. State Bd. of Certified Pub. Accountants,624,41,637.0
f10,"Schimpf v. Gerald, Inc.",638,42,656.0
f10,Schlafly v. Caro-Kann Corp.,657,43,667.0
f10,Omega Homes v. City of Buffalo,668,44,677.0
f10,Khan v. State Oil Co.,678,45,680.0
f10,Bennett Elec. Co. v. Village of Miami Shores,681,46,693.0
f10,Minnesota Ass'n of Nurse Anesthetists v. Unity Hosp.,694,47,714.0
f10,Ezekwo v. American Bd. of Internal Med.,715,48,727.0
f10,Autry v. Northwest Premium Servs.,728,49,739.0
f10,Jefferson v. Chevron U.S.A.,740,50,751.0
f10,Giampolo v. Somerset Hosp. Ctr. for Health,752,51,774.0
f10,Porous Media Corp. v. Pall Corp.,775,52,782.0
f10,"Serpa Corp. v. McWane, Inc.",783,53,792.0
f10,City of Pittsburgh v. West Penn Power Co.,793,54,814.0
f10,"United States v. Tucor Int'l, Inc.",815,55,838.0
f10,Western Parcel Express v. UPS of Am.,839,56,854.0
f10,"Hickory Specialties, Inc. v. Forest Flavors Int'l, Inc.",855,57,869.0
f10,Kottle v. Northwest Kidney Ctrs.,870,58,879.0
f10,Evans v. State,880,59,890.0
f10,North Star Steel Co. v. MidAmerican Energy Holdings Co.,891,60,894.0
f10,Rebel Oil Co. v. Atlantic Richfield Co.,895,61,909.0
f10,United States v. Microsoft Corp.,910,62,938.0
f10,George Haug Co. v. Rolls Royce Motor Cars,939,63,954.0
f10,Metro Ford Truck Sales v. Ford Motor Co.,955,64,965.0
f10,Mellon v. Cessna Aircraft Co.,966,65,979.0
f10,"Rockholt Furniture, Inc. v. Kincaid Furniture Co.",980,66,989.0
f10,Marshall v. Planz,990,67,1006.0
f10,Seafarers Welfare Plan v. Philip Morris,1007,68,1020.0
f10,Brookins v. International Motor Contest Ass'n,1021,69,1028.0
f10,"International Test & Balance, Inc. v. Associated Air & Balance Council",1029,70,1043.0
f10,Diaz v. Farley,1044,71,1059.0
f10,"Caribbean Broad. Sys., v. Cable & Wireless PLC",1060,72,1071.0
f10,FTC v. MTK Mktg.,1072,73,1076.0
f10,Blue Cross & Blue Shield United v. Marshfield Clinic,1077,74,1084.0
f10,SMS Sys. Maintenance Servs. v. Digital Equip. Corp.,1085,75,1089.0
f10,"Theme Promotions, Inc. v. News Am. FSI. Inc.",1090,76,1100.0
f10,Lloyd Design Corp. v. Mercedes-Benz of N. Am.,1101,77,1109.0
f10,National Parcel Servs. v. J.B. Hunt Logistics,1110,78,1113.0
f10,"Sport Squeeze, Inc. v. Pro-Innovative Concepts, Inc.",1114,79,1122.0
f10,"Stewart Glass & Mirror, Inc. v. U.S.A. Glas, Inc.",1123,80,1133.0
f10,Telecomm Tech. Servs. v. Siemens Rolm Communications.,1134,81,1158.0
f10,Concord Boat Corp. v. Brunswick Corp.,1159,82,1180.0
f10,Automated Salvage Transp. v. Wheelabrator Envtl. Sys.,1181,83,1203.0
f10,Eleven Line v. North Tex. State Soccer Ass'n,1204,84,1212.0
f10,"Granite Partners, L.P. v. Bear, Stearns & Co.",1213,85,1252.0
f10,"PepsiCo, Inc. v. Coca-Cola Co.",1253,86,1271.0
f10,Supermarket of Marlinton v. Valley Rich Dairy,1272,87,1282.0
f10,Surgical Care Ctr. v. Hospital Serv. Dist. No. 1,1283,88,1289.0
f10,Johnstone ex rel. National Income Realty Trust v. First Bank N.A.,1290,89,1302.0
f10,"Metzler v. Bear Auto. Serv. Equip. Co., SPX",1303,90,1325.0
f10,"Morrison v. Viacom, Inc.",1326,91,1338.0
f10,St. Louis Convention & Visitors Comm'n v. Nfl,1339,92,1355.0
f10,Addamax Corp. v. Open Software Found.,1356,93,1363.0
f10,Concord Boat Corp. v. Brunswick Corp.,1364,94,1377.0
f10,Utah Foam Prods. Co. v. Upjohn Co.,1378,95,1386.0
f10,Alba v. Marietta Mem'l Hosp.,1387,96,1398.0
f10,Rossi v. Standard Roofing,1399,97,1433.0
f10,American Int'l Sec. Specialists v. Roberts,1434,98,1438.0
f10,Iron Workers Local Union No. 17 Ins. Fund v. Philip Morris Inc.,1439,99,1465.0
f10,"VIM, Inc. v. Somerset Hotel Ass'n",1466,100,
f2,"Southern Business Communications, Inc. v. Matsushita Electronic Corp.",21,1,38.0
f2,Postema v. National League of Professional Baseball Clubs,39,2,55.0
f2,Dr Pepper/Seven-Up Cos. v. FTC,56,3,76.0
f2,Tenneco Gas v. FERC,77,4,105.0
f2,Abbott Laboratories v. Mead Johnson & Co.,106,5,123.0
f2,"Information Exch. Sys., Inc. v. First Bank Nat'l Ass'n",124,6,134.0
f2,Sullivan v. Tagliabue,135,7,139.0
f2,"Videocipher v. Satellite Earth Stations SESE, Inc.",140,8,161.0
f2,"Petruzzi's IGA Supermarkets, Inc. v. Darling-Delaware Co.",162,9,198.0
f2,Reserve Supply Corp. v. Owens-Corning Fiberglas Corp.,199,10,219.0
f2,"Advanced Power Systems, Inc. v. Hi-Tech Systems, Inc.",220,11,238.0
f2,"Big Apple BMW, Inc. v. BMW of North America, Inc.",239,12,275.0
f2,Delaware & H. Ry. v. Consolidated Rail Corp.,276,13,285.0
f2,Direct Dial Audio Corp. v. Michigan Bell Tel. Co.,286,14,297.0
f2,Gas Utils. Co. v. Southern Natural Gas Co.,298,15,325.0
f2,USA Petroleum Co. v. Atlantic Richfield Co.,326,16,344.0
f2,Roby v. Corporation of Lloyd's,345,17,354.0
f2,"Sierra Rutile, Ltd. v. Bomar Resources, Inc.",355,18,359.0
f2,"Amerinet, Inc. v. Xerox Corp.",360,19,391.0
f2,"Talking Yellow Pages, Inc. v. Pacific Telesis Group",392,20,396.0
f2,Panache Broad. v. Richardson Elecs.,397,21,423.0
f2,Yeager's Fuel v. Pennsylvania Power & Light Co.,424,22,442.0
f2,Barrett v. United States Banknote Corp.,443,23,455.0
f2,"Intermedics v. Ventritex, Co.",456,24,467.0
f2,United States v. Brown Univ.,468,25,487.0
f2,Nat'l Info. Servs. v. TRW Inc.,488,26,492.0
f2,"State by Humphrey v. Alpine Air Products, Inc.",493,27,507.0
f2,United States v. Alston,508,28,520.0
f2,Go-Video v. Matsushita Elec. Indus. Co.,521,29,536.0
f2,United States v. Md. & Va. Milk Producers Coop. Ass'n,537,30,556.0
f2,O.K. Sand & Gravel v. Martin Marietta Corp.,557,31,583.0
f2,Tri-State Rubbish v. Waste Management,584,32,599.0
f2,Jackson v. National Football League,600,33,612.0
f2,"Mallinckrodt, Inc. v. Medipart, Inc.",613,34,627.0
f2,"Smalley & Co. v. Emerson & Cuming, Inc.",628,35,642.0
f2,"KLM Royal Dutch Airlines v. Amber Air Int'l, Ltd.",643,36,661.0
f2,Yeager's Fuel v. Pennsylvania Power & Light Co.,662,37,679.0
f2,Storer Cable Communications v. City of Montgomery,680,38,737.0
f2,Banks v. National Collegiate Athletic Ass'n,738,39,756.0
f2,American Agric. Movement v. Board of Trade,757,40,778.0
f2,"Irvin Industries, Inc. v. Goodyear Aerospace Corp.",779,41,785.0
f2,Big Bear Fireworks v. Anco Management Servs.,786,42,792.0
f2,Flegel v. Christian Hosp. Northeast-Northwest,793,43,804.0
f2,Fineman v. Armstrong World Indus.,805,44,856.0
f2,"Irvin Industries, Inc. v. Goodyear Aerospace Corp.",857,45,878.0
f2,"Sunshine Cellular v. Vanguard Cellular Systems, Inc.",879,46,898.0
f2,"Anago, Inc. v. Tecnol Medical Prods.",899,47,906.0
f2,International Raw Materials v. Stauffer Chem. Co.,907,48,923.0
f2,Austin v. McNamara,924,49,939.0
f2,Chicago Professional Sports Ltd. Pshp. v. NBA,940,50,946.0
f2,"A.O. Smith Corp. v. Lewis, Overbeck & Furman",947,51,953.0
f2,"Faw, Casson & Co. v. Everngam",954,52,965.0
f2,"Amgen, Inc. v. Chugai Pharm. Co.",966,53,982.0
f2,"Popp v. Cash Station, Inc.",983,54,994.0
f2,"Wisconsin Music Network, Inc. v. Muzak Ltd. Partnership",995,55,1005.0
f2,"M & M Medical Supplies & Serv., Inc. v. Pleasant Valley Hosp., Inc.",1006,56,1023.0
f2,State ex rel. Palumbo v. Graley's Body Shop,1024,57,1034.0
f2,Wigod v. Chicago Mercantile Exchange,1035,58,1050.0
f2,Islami v. Covenant Medical Ctr.,1051,59,1083.0
f2,Edison Elec. Inst. v. Henwood,1084,60,1092.0
f2,Traffic Scan Network v. Winston,1093,61,1097.0
f2,"New York by Abrams v. Anheuser-Busch, Inc.",1098,62,1131.0
f2,"Daily Advertiser v. Trans-La, Div. of Atmos Energy Corp.",1132,63,1160.0
f2,Spectrum Sports v. McQuillan,1161,64,1172.0
f2,Broyles v. Wilson,1173,65,1182.0
f2,"Morton v. Rank Am., Inc.",1183,66,1199.0
f2,Bowman v. Western Auto Supply Co.,1200,67,1208.0
f2,Miyano Mach. USA v. Zonar,1209,68,1219.0
f2,Re-Alco Indus. v. Nat'l Ctr. for Health Educ.,1220,69,1232.0
f2,Columbia Steel Casting Co. v. Portland Gen. Elec. Co.,1233,70,1245.0
f2,"Action Ambulance Serv., Inc. v. Atlanticare Health Servs., Inc.",1246,71,1254.0
f2,"Diversified Foods, Inc. v. First Nat'l Bank",1255,72,1261.0
f2,Frierdich v. United States,1262,73,1266.0
f2,GE v. Iljin Corp.,1267,74,1278.0
f2,"Burns v. Cover Studios, Inc.",1279,75,1287.0
f2,"State ex rel. Educ. Assessments Sys. v. Coop. Educ. Servs. of N.M., Inc.",1288,76,1297.0
f2,Helmac Products Corp. v. Roth (Plastics) Corp.,1298,77,1304.0
f2,Three Crown Ltd. Partnership v. Caxton Corp.,1305,78,1329.0
f2,Olin Corp. v. FTC,1330,79,1343.0
f2,"U.S. Healthcare, Inc. v. Healthsource, Inc.",1344,80,1353.0
f2,"Abruzzi Foods, Inc. v. Pasta & Cheese, Inc.",1354,81,1356.0
f2,MacNealy v. Dayton Osteopathic Hosp. Inc.,1357,82,1375.0
f2,Slowiak v. Land O'Lakes,1376,83,1382.0
f2,"Glacier Optical, Inc. v. Optique Du Monde, Ltd.",1383,84,1394.0
f2,In re Domestic Air Transp. Antitrust Litig.,1395,85,1464.0
f2,"Cellular Plus, Inc. v. Superior Court",1465,86,1488.0
f2,Pearl Brewing Co. v. Miller Brewing Co.,1489,87,1495.0
f2,"Prestressed Concrete, Inc. v. Bladholm Bros. Culvert Co.",1496,88,1503.0
f2,Oasis Indus. v. G.K.L. Corp.,1504,89,1515.0
f2,Alpha Lyracom Space Commun. v. Communications Satellite Corp.,1516,90,1525.0
f2,"Imperial Constr. Management Corp. v. Laborers' Int'l Union, Local 96",1526,91,1533.0
f2,"SCFC ILC, Inc. v. Visa U.S.A., Inc.",1534,92,1577.0
f2,People v. Rattenni,1578,93,1583.0
f2,Coastal Fuels Inc. v. Caribbean Petroleum Corp.,1584,94,1588.0
f2,Connecticut ex rel. Blumenthal v. Tobacco Valley Sanitation Serv. Co.,1589,95,1593.0
f2,McCamphill v. Nynex Corp.,1594,96,1598.0
f2,Dr. Pepper/Seven-Up Cos. v. FTC,1599,97,1605.0
f2,"Matrix Essentials, Inc. v. Emporium Drug Mart, Inc.",1606,98,1614.0
f2,Smith v. Alice Peck Day Memorial Hosp.,1615,99,1623.0
f2,Morgenstern v. Wilson,1624,100,
f3,Ceiling & Interior Sys. Supply v. USG Interiors,21,1,33.0
f3,Balaklaw v. Lovell,34,2,52.0
f3,Maier-Schule GMC v. GMC GMC Truck & Bus Group,53,3,94.0
f3,"Prof'l Real Estate Investors, Inc. v. Columbia Pictures Indus.",95,4,116.0
f3,Adams Insulation Co. v. Orange County Dist. Council of Carpenters,117,5,118.0
f3,"Pennsylvania v. Russell Stover Candies, Inc.",119,6,137.0
f3,Caribe BMW v. Bayerische Motoren Werke Aktiengesellschaft,138,7,160.0
f3,"Ghem, Inc. v. Mapco Petroleum, Inc.",161,8,166.0
f3,DeLong Equip. Co. v. Washington Mills Electro Minerals Corp.,167,9,185.0
f3,"Gulfstream III Assocs., Inc. v. Gulfstream Aerospace Corp.",186,10,208.0
f3,In re Lower Lake Erie Iron Ore Antitrust Litig.,209,11,253.0
f3,Information Exch. Sys. v. First Bank Nat'l Ass'n,254,12,260.0
f3,"Ortho Diagnostic Sys. v. Abbott Lab., Inc.",261,13,278.0
f3,Williamson v. Sacred Heart Hosp.,279,14,328.0
f3,Hibernia Nat'l Bank v. Indus. Alloys Co.,329,15,331.0
f3,Virtual Maintenance v. Prime Computer,332,16,339.0
f3,Cimarron Pipeline Constr. v. National Council on CompenasationIns.,340,17,341.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,342,18,343.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,344,19,345.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,346,20,347.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,348,21,349.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,350,22,351.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,352,23,353.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,354,24,355.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,356,25,357.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,358,26,359.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,360,27,361.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,362,28,363.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,364,29,365.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,366,30,367.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,368,31,369.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,370,32,371.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,372,33,373.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,374,34,375.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,376,35,377.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,378,36,379.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,380,37,381.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,382,38,383.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,384,39,385.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,386,40,387.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,388,41,389.0
f3,Cimarron Pipeline Constr. v. National Council on Compensation Ins.,390,42,391.0
f3,North Carolina Elec. Membership Corp. v. Carolina Power & Light Co.,392,43,397.0
f3,"Capital Imaging Assocs., P.C. v. Mohawk Valley Medical Assocs.",398,44,409.0
f3,Caldwell v. American Basketball Ass'n,410,45,434.0
f3,New York v. Kraft Gen. Foods,435,46,441.0
f3,Greater Rockford Energy & Technology Corp. v. Shell Oil Co.,442,47,459.0
f3,Great Clips v. Levine,460,48,462.0
f3,Storer Cable Communications v. City of Montgomery,463,49,498.0
f3,Brooke Group v. Brown & Williamson Tobacco Corp.,499,50,532.0
f3,Hartford Fire Ins. Co. v. Cal.,533,51,568.0
f3,In re Catfish Antitrust Litig.,569,52,597.0
f3,United States v. Rubin,598,53,604.0
f3,"Genentech, Inc. v. Eli Lilly & Co.",605,54,627.0
f3,Osborn v. Bell Helicopter Textron,628,55,632.0
f3,PPG Indus. v. Pilkington PLC,633,56,655.0
f3,Petruzzi's IGA Supermarkets v. Darling-Delaware Co.,656,57,680.0
f3,Tri-State Rubbish v. Waste Management,681,58,690.0
f3,Ticor Title Ins. Co. v. FTC,691,59,709.0
f3,Ehredt Underground v. Commonwealth Edison Co.,710,60,725.0
f3,"Forsyth v. Humana, Inc.",726,61,757.0
f3,Sullivan v. Tagliabue,758,62,765.0
f3,Hertz Corp. v. City of N.Y.,766,63,777.0
f3,Piazza v. Major League Baseball,778,64,804.0
f3,Tacker v. Wilson,805,65,818.0
f3,"Alvord-Polk, Inc. v. F. Schumacher & Co.",819,66,848.0
f3,Lee v. Life Ins. Co. of N. Am.,849,67,865.0
f3,Rosen v. Hyundai Group (Korea),866,68,876.0
f3,Butterworth v. Nat'l League of Prof'l Baseball Clubs,877,69,878.0
f3,Appraisers Coalition v. Appraisal Inst.,879,70,889.0
f3,El Cajon Cinemas v. American Multi-Cinema,890,71,893.0
f3,Helder v. Hitachi Power Tools,894,72,906.0
f3,Computer Assocs. Int'l v. American Fundware,907,73,927.0
