pdf,Title,Court,Date,No,page,Court_level,Argued,Decided,Others
g10,"Sabry Lee, Inc. v. Genera Corp.",United States District Court for the Central District of California,"February 12, 2009, Decided; February 12, 2009, Filed",GW(PJWx); CV 08-8470-GW(PJWx); SACV 08-1158-GW(PJWx); CV 09-982-GW(PJWx),703,District,,2009/2/12,2009/02/12
g10,In re Ethylene Propylene Diene Monomer (EPDM) Antitrust Litig.,United States District Court for the District of Connecticut,"February 13, 2009, Decided; February 13, 2009, Filed",CIVIL ACTION NO. 3:03md1542 (SRU),711,District,,2009/2/13,2009/02/13
g10,Aventis Pharma S.A. v. Amphastar Pharms. Inc.,United States District Court for the Central District of California,"February 17, 2009, Decided; February 17, 2009, Filed",Case Nos. 5:03-00887-MRP (PLA) [lead]; 5:04-00333-MRP (PLA),740,District,,2009/2/17,2009/02/17
g10,"Christy Sports, LLC v. Deer Valley Resort Co.",United States Court of Appeals for the Tenth Circuit,"February 18, 2009, Filed",No. 07-4198,765,Appeal,,,2009/02/18
g10,Delano Farms Co. v. Cal. Table Grape Comm'n,United States District Court for the Eastern District of California,"February 18, 2009, Decided; February 20, 2009, Filed",1:07-cv-1610 OWW SMS,776,District,,2009/2/18,2009/02/20
g10,"Emerson Elec. Co. v. Le Carbone Lorraine, S.A.",United States District Court for the District of New Jersey,"February 18, 2009, Decided; February 18, 2009, Filed",Civil Action No. 05-6042 (JBS),822,District,,2009/2/18,2009/02/18
g10,"Pac. Bell Tel. Co. v. linkLine Communs., Inc.",Supreme Court of the United States,"December 8, 2008, Argued; February 25, 2009, Decided",No. 07-512,826,Supreme,2008/12/8,2009/2/25,
g10,"Arandell Corp. v. Xcel Energy, Inc. (In re W. States Wholesale Natural Gas Antitrust Litig.)",United States District Court for the District of Nevada,"February 26, 2009, Decided; February 26, 2009, Filed",MDL 1566; 2:03-CV-01431-PMP-PAL BASE FILE; 2:07-CV-01019-PMP-PAL,841,District,,2009/2/26,2009/02/26
g10,Bullet Concrete Materials v. Union Pac. R.R. Co.,"United States District Court for the Southern District of Texas, Houston Division","February 27, 2009, Decided; February 27, 2009, Filed",Civil Action No. H-07-3182,884,District,,2009/2/27,2009/02/27
g10,"Arandell Corp. v. XCel. Energy, Inc. (In re W. States Wholesale Natural Gas Antitrust Litig.)",United States District Court for the District of Nevada,"February 26, 2009, Decided; February 26, 2009, Filed",MDL 1566 2:03-CV-01431-PMP-PAL BASE FILE; 2:07-CV-01019-PMP-PAL,862,District,,2009/2/26,2009/02/26
g10,"MacQuarie Group Ltd. v. Pac. Corporate Group, LLC",United States District Court for the Southern District of California,"March 2, 2009, Decided; March 2, 2009, Filed",CASE NO. 08cv2113 - IEG - WMC,896,District,,2009/3/2,2009/03/02
g10,"Capitol Records, Inc. v. Mp3tunes, LLC",United States District Court for the Southern District of New York,"March 3, 2009, Decided; March 4, 2009, Filed",07 Civ. 9931 (WHP),910,District,,2009/3/3,2009/03/04
g10,"Hynix Semiconductor, Inc. v. Rambus, Inc.","United States District Court for the Northern District of California, San Jose Division","March 3, 2009, Decided; March 3, 2009, Filed",No. C-00-20905 RMW; No. C-05-00334 RMW; No. C-06-00244 RMW,915,District,,2009/3/3,2009/03/03
g10,In re TFT-LCD Antitrust Litig.,United States District Court for the Northern District of California,"March 3, 2009, Decided; March 3, 2009, Filed",No. M 07-1827 SI; MDL. No. 1827,954,District,,2009/3/3,2009/03/03
g10,In re TFT-LCD Antitrust Litig.,United States District Court for the Northern District of California,"March 3, 2009, Decided; March 3, 2009, Filed",No. M 07-1827 SI; MDL. No. 1827,977,District,,2009/3/3,2009/03/03
g10,In re Chocolate Confectionary Antitrust Litig.,United States District Court for the Middle District of Pennsylvania,"March 4, 2009, Decided",MDL DOCKET NO. 1935; (Civil Action No. 1:08-MDL-1935),994,District,,2009/3/4,
g10,AVX Corp. v. Cabot Corp.,United States District Court for the District of Massachusetts,"March 5, 2009, Decided",CIVIL ACTION NO. 04-10467-RGS,1058,District,,2009/3/5,
g10,"Bruce Foods Corp. v. SK Foods, LP",United States District Court for the Eastern District of California,"March 11, 2009, Decided; March 12, 2009, Filed",MCE-EFB; No. 2:09-cv-00442-MCE-EFB,1069,District,,2009/3/11,2009/03/12
g10,"Parker v. Viacom Int'l, Inc.",United States District Court for the Eastern District of Pennsylvania,"March 11, 2009, Decided; March 16, 2009, Filed",CIVIL ACTION NO. 08-3630,1076,District,,2009/3/11,2009/03/16
g10,"Warrior Sports, Inc. v. NCAA","United States District Court for the Eastern District of Michigan, Southern Division","March 11, 2009, Decided; March 11, 2009, Filed",Case No. 08-14812,1087,District,,2009/3/11,2009/03/11
g10,Fairfax County Water Auth. v. City of Falls Church,"Circuit Court of Fairfax County, Virginia","March 13, 2009, Decided",CL 2008-16114,1093,Circuit,,2009/3/13,
g10,FTC v. CCC Holdings Inc.,United States District Court for the District of Columbia,"March 18, 2009, Decided; March 18, 2009, Filed",Civil Action No. 08-2043 (RMC),1100,District,,2009/3/18,2009/03/18
g10,Wiwa v. Royal Dutch Petroleum Co.,United States District Court for the Southern District of New York,"March 18, 2009, Decided; March 18, 2009, Filed",96 Civ. 8386 (KMW) (HBP); 01 Civ. 1909 (KMW) (HBP); 02 Civ. 7618 (KMW) (HBP),1137,District,,2009/3/18,2009/03/18
g10,Doe v. Ariz. Hosp.,United States District Court for the District of Arizona,"March 19, 2009, Decided; March 19, 2009, Filed",No. CV 07-1292-PHX-SRB,1148,District,,2009/3/19,2009/03/19
g10,"Churchill Downs Inc. v. Thoroughbred Horsemen's Group, LLC",United States District Court for the Western District of Kentucky,"March 20, 2009, Decided; March 20, 2009, Filed",CIVIL ACTION NO. 3:08-CV-225-H,1163,District,,2009/3/20,2009/03/20
g10,"Haines v. Verimed Healthcare Network, LLC","United States District Court for the Eastern District of Missouri, Eastern Division","March 24, 2009, Decided; March 24, 2009, Filed",Case No. 4:08CV791 CDP,1186,District,,2009/3/24,2009/03/24
g10,"Valuepest.com of Charlotte, Inc. v. Bayer Corp.",United States Court of Appeals for the Fourth Circuit,"January 29, 2009, Argued; March 24, 2009, Decided",No. 07-1760,1195,Appeal,2009/1/29,2009/3/24,
g10,"Habitat, Ltd. v. Art of the Muse, Inc.",United States District Court for the Eastern District of New York,"March 25, 2009, Decided; March 25, 2009, Filed",07-CV-2883 (DRH)(ARL),1208,District,,2009/3/25,2009/03/25
g10,"Arnold v. Petland, Inc.","United States District Court for the Southern District of Ohio, Eastern Division","March 26, 2009, Filed",Case No. 2:07-cv-01307,1218,District,,,2009/03/26
g10,"Hearing Components, Inc. v. Shure, Inc.","United States District Court for the Eastern District of Texas, Lufkin Division","March 26, 2009, Decided; March 26, 2009, Filed",Civil Action No. 9:07-CV-104,1227,District,,2009/3/26,2009/03/26
g10,In re Mushroom Direct Purchaser Antitrust Litig.,United States District Court for the Eastern District of Pennsylvania,"March 26, 2009, Decided; March 26, 2009, Filed",06-1854,1242,District,,2009/3/26,2009/03/26
g10,"Flying J, Inc. v. Van Hollen",United States District Court for the Eastern District of Wisconsin,"March 27, 2009, Decided; March 27, 2009, Filed",Case No. 08-C-110,1266,District,,2009/3/27,2009/03/27
g10,"Packaging Supplies, Inc. v. Harley-Davidson, Inc.","United States District Court for the Northern District of Illinois, Eastern Division","March 30, 2009, Decided; March 30, 2009, Filed",Case No.: 08-cv-400,1273,District,,2009/3/30,2009/03/30
g10,"Xerox Corp. v. Media Scis., Inc.",United States District Court for the Southern District of New York,"March 30, 2009, Decided; March 30, 2009, Filed",06 Civ. 4872 (RJH),1279,District,,2009/3/30,2009/03/30
g10,"Emigra Group, LLC v. Fragomen, Del Rey, Bernsen & Loewy, LLP",United States District Court for the Southern District of New York,"March 31, 2009, Decided; March 31, 2009, Filed",07 Civ. 10688 (LAK),1290,District,,2009/3/31,2009/03/31
g10,"Graco, Inc. v. PMC Global, Inc.",United States District Court for the District of New Jersey,"March 31, 2009, Decided; March 31, 2009, Filed",Civil Action No. 08-1304 (FLW),1330,District,,2009/3/31,2009/03/31
g10,"Guimerfe, Inc. v. Perez-Perdomo",United States District Court for the District of Puerto Rico,"March 31, 2009, Decided; March 31, 2009, Filed",CIVIL 08-1243CCC,1363,District,,2009/3/31,2009/03/31
g10,In re Flash Memory Antitrust Litig.,"United States District Court for the Northern District of California, Oakland Division","March 31, 2009, Decided; March 31, 2009, Filed",Case No: C 07-0086 SBA,1368,District,,2009/3/31,2009/03/31
g10,Mahmud v. Kaufmann,United States District Court for the Southern District of New York,"March 31, 2009, Decided",05 Civ. 8090 (WCC),1404,District,,2009/3/31,
g10,"Palmyra Park Hosp., Inc. v. Phoebe Putney Mem. Hosp., Inc.","United States District Court for the Middle District of Georgia, Albany Division","March 31, 2009, Decided; March 31, 2009, Filed",1:08-CV-102 (WLS),1424,District,,2009/3/31,2009/03/31
g10,"Sun Microsystems, Inc. v. Hynix Semiconductor, Inc.",United States District Court for the Northern District of California,"March 31, 2009, Decided; March 31, 2009, Filed",No. C 06-1665 PJH,1437,District,,2009/3/31,2009/03/31
g10,"Trident Holdings, LLC v. Great Wraps, Inc.","United States District Court for the Northern District of Georgia, Atlanta Division","March 31, 2009, Decided; March 31, 2009, Filed",CIVIL ACTION NO. 1:06-CV-3142,1477,District,,2009/3/31,2009/03/31
g10,"CBC Cos. v. Equifax, Inc.",United States Court of Appeals for the Sixth Circuit,"March 5, 2009, Argued; April 2, 2009, Decided; April 2, 2009, Filed",File Name: 09a0129p.06,1508,Appeal,2009/3/5,2009/4/2,2009/04/02
g10,"CWIE, LLC v. Bandwith Consulting, Inc.",United States District Court for the Central District of California,"April 2, 2009, Decided; April 2, 2009, Filed",SA CV 08-1423 DOC (RNBx),1513,District,,2009/4/2,2009/04/02
g10,Nichols v. Mahoney,United States District Court for the Southern District of New York,"April 2, 2009, Decided; April 2, 2009, Filed",08 Civ. 3306 (CM)(DCF),1517,District,,2009/4/2,2009/04/02
g10,Sun Microsystems Inc. v. Hynix Semiconductor Inc.,United States District Court for the Northern District of California,"April 3, 2009, Decided; April 3, 2009, Filed",No. C 06-1665 PJH,1543,District,,2009/4/3,2009/04/03
g10,"William O. Gilley Enters., Inc. v. Atl. Richfield Co.",United States Court of Appeals for the Ninth Circuit,"February 13, 2008, Argued and Submitted, Pasadena, California; April 3, 2009, Filed",No. 06-56059,1561,Appeal,2008/2/13,,2009/04/03
g10,"PSKS, Inc. v. Leegin Creative Leather Prods.","United States District Court for the Eastern District of Texas, Marshall Division","April 6, 2009, Decided; April 6, 2009, Filed",CV 2:03 CV 107 (TJW),1580,District,,2009/4/6,2009/04/06
g10,In re Chocolate Confectionary Antitrust Litig.,United States District Court for the Middle District of Pennsylvania,"April 8, 2009, Decided; April 8, 2009, Filed",MDL DOCKET NO. 1935; (Civil Action No. 1:08-MDL-1935),1588,District,,2009/4/8,2009/04/08
g10,In re Flonase Antitrust Litig.,United States District Court for the Eastern District of Pennsylvania,"April 15, 2009, Decided; April 16, 2009, Filed",CIVIL ACTION NO. 08-CV-3301,1603,District,,2009/4/15,2009/04/16
g10,Hoffman v. Northern States Power Co.,Supreme Court of Minnesota,"April 16, 2009, Filed",A06-2275,1617,Supreme,,,2009/04/16
g10,Garrard v. Gateway Fin. Servs.,Supreme Court of Utah,"April 17, 2009, Filed",No. 20070968,1635,Supreme,,,2009/04/17
g10,"Bonanno v. Quizno's Franchise Co., LLC",United States District Court for the District of Colorado,"April 20, 2009, Decided",Civil Action No. 06-cv-02358-CMA-KLM,1641,District,,2009/4/20,
g10,Princo Corp. v. ITC,United States Court of Appeals for the Federal Circuit,"April 20, 2009, Decided",2007-1386,1667,Appeal,,2009/4/20,
g10,Energy Mktg. Servs. v. Columbia Gas Transmission Corp.,"United States District Court for the Southern District of West Virginia, Charleston Division","April 21, 2009, Decided; April 21, 2009, Filed",2:04-0872,1688,District,,2009/4/21,2009/04/21
g10,"D&G Inc. v. SuperValu, Inc.",United States District Court for the Western District of Wisconsin,"April 23, 2009, Decided; April 24, 2009, Filed",08-cv-761-slc,1701,District,,2009/4/23,2009/04/24
g10,"Gurvey v. Cowan, Liebowitz & Latman, P.C.",United States District Court for the Southern District of New York,"April 23, 2009, Decided; April 24, 2009, Filed",06 Civ. 1202,1707,District,,2009/4/23,2009/04/24
g2,"Merkle v. Aetna Health, Inc.",United States District Court for the Southern District of Florida,"April 27, 2005, Decided; April 27, 2005, Entered on Docket",CASE NO. 04-61713-CIV-COHN,21,District,,2005/4/27,2005/04/27
g2,Riley v. R.I. Dep't of Envtl. Mgmt.,"Superior Court of Rhode Island, Providence","April 27, 2005, Filed",C.A. NO. PC 04-0987,29,Superior,,,2005/04/27
g2,"Genesee Vending, Inc. v. R.J. Reynolds Tobacco Co.","United States District Court for the Eastern District of Michigan, Southern Division","May 2, 2005, Decided ; May 2, 2005, Filed",Case No. 04-71834,48,District,,2005/5/2,2005/05/02
g2,In re Monosodium Glutamate Antitrust Litig.,United States District Court for the District of Minnesota,"May 2, 2005, Decided",Civil File No. 00-MDL-1328 (PAM),55,District,,2005/5/2,
g2,Bassett v. NCAA,United States District Court for the Eastern District of Kentucky,"May 3, 2005, Decided",Civil Action No. 5:04-425-JMH,67,District,,2005/5/3,
g2,"Brennan v. Concord EFS, Inc.",United States District Court for the Northern District of California,"May 4, 2005, Decided ; May 4, 2005, Filed",No C-04-2676 VRW,80,District,,2005/5/4,2005/05/04
g2,"Am. Needle, Inc. v. New Orleans La. Saints","United States District Court for the Northern District of Illinois, Eastern Division","May 5, 2005, Decided ; May 5, 2005, Filed",No. 04 C 7806,92,District,,2005/5/5,2005/05/05
g2,Able Sales Co. v. Compania de Azucar,United States Court of Appeals for the First Circuit,"May 6, 2005, Decided",No. 04-1922,102,Appeal,,2005/5/6,
g2,In re Polyester Staple Antitrust Litig.,"United States District Court for the Western District of North Carolina, Charlotte Division","May 6, 2005, Decided; May 9, 2005, Filed",MDL DOCKET NO: 3:03CV1516 ALL CASES,112,District,,2005/5/6,2005/05/09
g2,"JES Props., Inc. v. USA Equestrian, Inc.","United States District Court for the Middle District of Florida, Tampa Division","May 9, 2005, Decided ; May 9, 2005, Filed",Case No. 8:02-cv-1585-T-24MAP,121,District,,2005/5/9,2005/05/09
g2,S. Coast Cab Co. v. City of Anaheim,"United States District Court for the Central District of California, Southern Division","May 16, 2005, Decided; May 17, 2005, Filed",Case No. SA CV 99-416-GLT (ANx),139,District,,2005/5/16,2005/05/17
g2,"George Miller Brick Co., Inc. v. Stark Ceramics, Inc.","Supreme Court of New York, Monroe County","May 18, 2005, Decided",1995/01001,146,Supreme,,2005/5/18,
g2,"TXU Generation Co., L.P. v. PUC of Tex.","Court of Appeals of Texas, Third District, Austin","May 19, 2005, Filed",NO. 03-04-00148-CV,163,Appeal,,,2005/05/19
g2,"Xcaliber Int'l Ltd., LLC v. Edmondson",United States District Court for the Northern District of Oklahoma,"May 20, 2005, Decided ; May 20, 2005, Filed",Case No. 04-CV-0922-CVE-PJC,196,District,,2005/5/20,2005/05/20
g2,"California ex rel. Lockyer v. Safeway, Inc.",United States District Court for the Central District of California,"May 25, 2005, Decided ; May 25, 2005, Filed",No. CV 04-0687-GHK(SSx),205,District,,2005/5/25,2005/05/25
g2,"Dixie Gas & Food, Inc. v. Shell Oil Co.","United States District Court for the Northern District of Illinois, Eastern Division","May 25, 2005, Decided ; May 25, 2005, Filed",Case No. 03 C 8210,226,District,,2005/5/25,2005/05/25
