pdf,Title,Court,Date,No,page
D:/antitrust/Data 1/testing\b5.pdf,Northeastern Tel. Co. v. Am. Tel. & Tel. Co.,United States Court of Appeals for the Second Circuit,"April 13, 1981, Argued ; May 27, 1981, Decided",Docket No. 80-7740,324
D:/antitrust/Data 1/testing\b5.pdf,Rosack v. Volvo of America Corp.,"Court of Appeal of California, First Appellate District, Division Three",28-May-81,Civ. No. 45210.,343
D:/antitrust/Data 1/testing\b5.pdf,Chest Hill Co. v. Guttman,"United States District Court for the Southern District of Ohio, Western Division.","May 29, 1981.",No. C-1-79-240.,360
D:/antitrust/Data 1/testing\b5.pdf,"Feldman v. Sacramento Bd. of Realtors, Inc.","Court of Appeal of California, Third Appellate District",29-May-81,Civ. No. 19647,384
D:/antitrust/Data 1/testing\b5.pdf,Malini v. Singleton & Associates,"United States District Court for the Southern District of Texas, Houston Division",29-May-81,Civ. A. No. H-78-1870,392
D:/antitrust/Data 1/testing\b5.pdf,"United States v. Mercedes-Benz of North America, Inc.",United States District Court for the Northern District of California,29-May-81,No. C-79-2144-MHP,397
D:/antitrust/Data 1/testing\b5.pdf,"Broadway Delivery Corp. v. United Parcel Service, Inc.",United States Court of Appeals for the Second Circuit,"March 16, 1981, Argued ; June 3, 1981, Decided","No. 534, Docket 80-7727",420
D:/antitrust/Data 1/testing\b5.pdf,In re Corrugated Container Antitrust Litigation,"United States District Court for the Southern District of Texas, Houston Division.",4-Jun-81,M.D.L. 310.,432
D:/antitrust/Data 1/testing\b5.pdf,"In re Grand Jury Investigation of Cuisinarts, Inc.",United States District Court for the District of Connecticut,8-Jun-81,Civ. No. H81-224,471
D:/antitrust/Data 1/testing\b5.pdf,"Glasofer Motors v. Osterlund, Inc.","Superior Court of New Jersey, Appellate Division","April 14, 1981, Submitted ; June 9, 1981, Decided",A-265-80T1,488
D:/antitrust/Data 1/testing\b5.pdf,"Kenneth E. Curran, Inc. v. Auclair Transp.",Supreme Court of New Hampshire,10-Jun-81,"Nos. 80-268, 80-344",501
D:/antitrust/Data 1/testing\b5.pdf,Kocolene Oil Corp. v. Ashland Oil Corp.,"United States District Court for the Southern District of Ohio, Western Division",15-Jun-81,Civ. No. C-1-79-468,505
D:/antitrust/Data 1/testing\b5.pdf,Nat'l Gerimedical Hosp. & Gerontology Ctr. v. Blue Cross,Supreme Court of the United States,"April 29, 1981, Argued ; June 15, 1981, Decided",No. 80-802,512
D:/antitrust/Data 1/testing\b5.pdf,Metts v. Clark Oil & Refining Corp.,"Court of Appeals of Missouri, Eastern District, Division Two",16-Jun-81,No. 41610,525
D:/antitrust/Data 1/testing\b5.pdf,"Jaymar-Ruby, Inc. v. FTC",United States Court of Appeals for the Seventh Circuit,"January 23, 1981, Submitted ; June 17, 1981, Decided",No. 80-2369,535
D:/antitrust/Data 1/testing\b5.pdf,Republic of Texas Corp. v. Board of Governors of Federal Reserve System,United States Court of Appeals for the Fifth Circuit. Unit A,24-Jun-81,No. 80-1985,543
D:/antitrust/Data 1/testing\b5.pdf,Amalgamated Trust & Sav. Bank v. Glenview,"Appellate Court of Illinois, First District, Fifth Division","June 26, 1981, Filed",No. 79-1755,572
D:/antitrust/Data 1/testing\b5.pdf,Wegmann v. London,United States Court of Appeals for the Fifth Circuit.,"June 26, 1981; As Amended",No. 80-3463.,580
D:/antitrust/Data 1/testing\b5.pdf,Owens v. Aetna Life & Casualty Co.,United States Court of Appeals for the Third Circuit,"September 18, 1980, Argued ; June 29, 1981, Decided",No. 80-1049,584
D:/antitrust/Data 1/testing\b5.pdf,Hoffman v. Delta Dental Plan,"United States District Court for the District of Minnesota, Third Division",30-Jun-81,Civ. 3-80-67,616
D:/antitrust/Data 1/testing\b5.pdf,In re Mid-Atlantic Toyota Antitrust Litigation,United States District Court for the District of Maryland,30-Jun-81,No. MDL-456,625
D:/antitrust/Data 1/testing\b5.pdf,Neumann v. Vidal,United States District Court for the District of Columbia.,2-Jul-81,Civil Action No. 81-0459,634
D:/antitrust/Data 1/testing\b5.pdf,Kaiser Aluminum & Chemical Corp. v. FTC,United States Court of Appeals for the Seventh Circuit,"March 31, 1980, Argued ; July 7, 1981, Decided",No. 79-1886,642
D:/antitrust/Data 1/testing\b5.pdf,"ANHEUSER-BUSCH, INC. v. HAMMONS",United States District Court for the Southern District of Indiana Indianapolis Division,13-Jul-81,No. IP 79-851-C,658
D:/antitrust/Data 1/testing\b5.pdf,Workman v. State Farm Mut. Auto. Ins. Co.,United States District Court for the Northern District of California,16-Jul-81,No. C-75-1799 RFP,662
D:/antitrust/Data 1/testing\b5.pdf,"Muenster Butane, Inc. v. Stewart Co.",United States Court of Appeals for the Fifth Circuit. Unit A,17-Jul-81,No. 80-1129,678
D:/antitrust/Data 1/testing\b5.pdf,Quad Cinema Corp. v. 20th Century Fox Film Corp.,United States District Court for the Southern District of New York,21-Jul-81,No. 76 CIV 4452 (LBS),685
D:/antitrust/Data 1/testing\b5.pdf,"Saxe, Bacon & Bolan, P. C. v. Martindale-Hubbell, Inc.",United States District Court for the Southern District of New York,22-Jul-81,No. 80 Civ. 5293 (RWS),688
D:/antitrust/Data 1/testing\b5.pdf,Feldman v. Gardner,United States Court of Appeals for the District of Columbia Circuit,"September 21, 1979, Argued ; July 23, 1981, Decided","Nos. 78-2235, 79-1233",697
D:/antitrust/Data 1/testing\b5.pdf,National Union Electric Corp. v. Emerson Electric Co.,"United States District Court for the Northern District of Illinois, Eastern Division.","July 23, 1981.",No. 81 C 1912.,728
D:/antitrust/Data 1/testing\b5.pdf,Abadir & Co. v. First Mississippi Corp.,United States Court of Appeals for the Fifth Circuit. Unit A,24-Jul-81,No. 80-3403,739
D:/antitrust/Data 1/testing\b5.pdf,Long v. Mountain Trust Bank,"United States District Court for the Western District of Virginia, Roanoke Division.",24-Jul-81,Civil Action No. 77-0189 (R).,750
D:/antitrust/Data 1/testing\b5.pdf,"Sea-Land Service, Inc. v. Alaska Railroad",United States Court of Appeals for the District of Columbia Circuit,"May 21, 1981, Argued ; July 27, 1981, Decided",No. 80-2097,760
D:/antitrust/Data 1/testing\b5.pdf,GAF Corp. v. Eastman Kodak Co.,United States District Court for the Southern District of New York,3-Aug-81,No. 73 Civ. 1893 (LWP),766
D:/antitrust/Data 1/testing\b5.pdf,William Inglis & Sons Baking Co. v. Itt Cont'l Baking Co.,United States Court of Appeals for the Ninth Circuit.,"Argued and Submitted November 10, 1980.  ; August 7, 1981, Filed; As Amended February 10, 1982","Nos. 79-4207, 78-3604.",804
D:/antitrust/Data 1/testing\b5.pdf,"Federal Prescription Service, Inc. v. American Pharmaceutical Asso.",United States Court of Appeals for the District of Columbia Circuit,"April 27, 1981, Argued ; August 12, 1981, Decided","Nos. 80-1359, 80-1368",853
D:/antitrust/Data 1/testing\b5.pdf,Ill. Cities of Bethany v. Fed. Energy Regulatory Com,United States Court of Appeals for the District of Columbia Circuit,"June 19, 1981, Argued ; August 17, 1981, Decided",No.  80-1633,872
D:/antitrust/Data 1/testing\b5.pdf,Illinois Cities of Bethany v. Federal Energy Regulatory Com.,United States Court of Appeals for the District of Columbia Circuit,"Argued June 19, 1981 ; August 17, 1981; VACATED IN PART October 30, 1981; WITHDRAWN; PETITION FORREHEARING GRANTED October 30, 1981",No. 80-1633,892
D:/antitrust/Data 1/testing\b5.pdf,Marrese v. American Academy of Orthopaedic Surgeons,"United States District Court for the Northern District of Illinois, Eastern Division",17-Aug-81,No. 80 C 1405,908
D:/antitrust/Data 1/testing\b5.pdf,"Sage International, Ltd. v. Cadillac Gage Co.","United States District Court for the Eastern District of Michigan, Southern Division",18-Aug-81,"Civ. A. Nos. 78-70064, 79-44829, 80-70493, 80-71074",917
D:/antitrust/Data 1/testing\b5.pdf,Blackwell v. Power Test Corp.,United States District Court for the District of New Jersey,19-Aug-81,Civ. A. No. 80-2227,933
D:/antitrust/Data 1/testing\b5.pdf,"Kartell v. Blue Shield of Massachusetts, Inc.",Supreme Judicial Court of Massachusetts,"May 7, 1981, Argued ; August 20, 1981, Decided",No Number in Original,946
D:/antitrust/Data 1/testing\b5.pdf,"PIONEER HI-BRED INTL., INC. v. HOLDEN FOUND. SEEDS","United States District Court for the Southern District of Iowa, Central Division","August 25, 1981, Decided ; August 26, 1981, Filed",CIVIL No. 81-60-E,956
D:/antitrust/Data 1/testing\b5.pdf,Lektro-Vend Corp. v. Vendo Co.,United States Court of Appeals for the Seventh Circuit,"February 10, 1981, Argued ; August 27, 1981, Decided",No. 80-2120,963
D:/antitrust/Data 1/testing\b5.pdf,Jefferson County Pharmaceutical Asso. v. Abbott Laboratories,United States Court of Appeals for the Fifth Circuit,31-Aug-81,No. 79-1150,987
D:/antitrust/Data 1/testing\b5.pdf,Robinson v. Magovern,United States District Court for the Western District of Pennsylvania,31-Aug-81,Civ. A. No. 77-75,998
D:/antitrust/Data 1/testing\b5.pdf,FTC v. Weyerhaeuser Co.,United States Court of Appeals for the District of Columbia Circuit,"May 26, 1981, Argued ; September 1, 1981, Decided",No. 81-1346,1082
D:/antitrust/Data 1/testing\b5.pdf,O. Hommel Co. v. Ferro Corp.,United States Court of Appeals for the Third Circuit,"May 22, 1981, Argued ; September 2, 1981, Decided","Nos. 80-2062, 80-2723",1110
D:/antitrust/Data 1/testing\b5.pdf,"Strax v. Commodity Exchange, Inc.",United States District Court for the Southern District of New York,11-Sep-81,No. 79 Civ. 5366(MEL),1136
D:/antitrust/Data 1/testing\b5.pdf,United States v. American Tel. & Tel. Co.,United States District Court for the District of Columbia,11-Sep-81,Civ. A. No. 74-1698,1147
D:/antitrust/Data 1/testing\b5.pdf,"Pacific Far East Line, Inc. v. R. J. Reynolds Industries, Inc.",United States District Court for the Northern District of California.,"September 14, 1981.",No. C 76-2312 AJZ.,1192
D:/antitrust/Data 1/testing\b5.pdf,"Grip-Pak, Inc. v. Illinois Tool Works, Inc.","United States District Court for the Northern District of Illinois, Eastern Division.","September 21, 1981.",No. 77 C 2688.,1222
D:/antitrust/Data 1/testing\b5.pdf,Crown Paint Co. v. Bankston,Supreme Court of Oklahoma,22-Sep-81,"Nos. 53,060, Consolidated with 53,428",1229
D:/antitrust/Data 1/testing\b5.pdf,Auburn News Co. v. Providence Journal Co.,United States Court of Appeals for the First Circuit,"June 2, 1981, Argued ; September 23, 1981, Decided",No. 81-1047,1237
D:/antitrust/Data 1/testing\b5.pdf,Weiss v. York Hospital,United States District Court for the Middle District of Pennsylvania,25-Sep-81,Civ. No. 80-0134,1244
D:/antitrust/Data 1/testing\b5.pdf,"United States v. Cargo Service Stations, Inc.",United States Court of Appeals for the Fifth Circuit. Unit B,28-Sep-81,No. 80-5415,1253
D:/antitrust/Data 1/testing\b5.pdf,"Green v. Associated Milk Producers, Inc.",United States District Court for the District of Minnesota Third Division,29-Sep-81,Civil No. 3-79-214,1262
D:/antitrust/Data 1/testing\b5.pdf,"SuperTurf, Inc. v. Monsanto Co.",United States Court of Appeals for the Eighth Circuit,"April 13, 1981, Submitted ; October 2, 1981, Decided",No. 80-1484,1267
D:/antitrust/Data 1/testing\b5.pdf,Aydin Corp. v. Loral Corp.,United States District Court for the Northern District of California,"October 8, 1981; Reversed in Part and Remanded July 12, 1983",No. C-80-1161-MHP,1285
D:/antitrust/Data 1/testing\b5.pdf,Blankenship v. Herzfeld,United States Court of Appeals for the Tenth Circuit,"March 17, 1981, Argued ; October 9, 1981, Decided",No. 80-1389,1293
D:/antitrust/Data 1/testing\b5.pdf,Groton v. Connecticut Light & Power Co.,United States Court of Appeals for the Second Circuit,"June 8, 1981, Argued ; October 13, 1981, Decided","No. 715, Docket 80-7779",1301
D:/antitrust/Data 1/testing\b5.pdf,Brown v. Cameron-Brown Co.,"United States District Court for the Eastern District of Virginia, Richmond Division",16-Oct-81,Civ. A. No.  78-0836-A,1317
D:/antitrust/Data 1/testing\b5.pdf,Aurora Enters. v. National Broadcasting Co.,"United States District Court, Central District of California",20-Oct-81,No. 81-445 AWT,1340
D:/antitrust/Data 1/testing\b5.pdf,Fishman v. Wirtz,United States District Court for the Northern District of Illinois Eastern Division,28-Oct-81,No. 74 C 2814; No. 78 C 3621,1349
D:/antitrust/Data 1/testing\b5.pdf,In re Data General Corp. Antitrust Litigation,United States District Court for the Northern District of California,29-Oct-81,MDL No. 369,1438
D:/antitrust/Data 1/testing\b5.pdf,Schiessle v. Stephens,"United States District Court for the Northern District of Illinois, Eastern Division",30-Oct-81,No. 79 C 3160,1459
D:/antitrust/Data 1/testing\b5.pdf,"Copy-Data Systems, Inc. v. Toshiba America, Inc.",United States Court of Appeals for the Second Circuit,"September 14, 1981, Argued ; November 2, 1981, Decided","No. 6, Docket 80-9048",1474
D:/antitrust/Data 1/testing\b5.pdf,Mishler v. St. Anthony's Hospital Systems,United States Court of Appeals for the Tenth Circuit,2-Nov-81,No. 79-2078,1482
D:/antitrust/Data 1/testing\b5.pdf,Armstrong v. Taco Time Int'l,"Court of Appeals of Washington, Division Three",5-Nov-81,No. 4138-7-III,1486
D:/antitrust/Data 1/testing\b5.pdf,Dussouy v. Gulf Coast Inv. Corp.,United States Court of Appeals for the Fifth Circuit.,5-Nov-81,No. 80-3301,1495
D:/antitrust/Data 1/testing\b5.pdf,"Metrix Warehouse, Inc. v. Daimler-Benz Aktiengesellschaft",United States District Court for the District of Maryland.,"November 9, 1981.",Civil Action No. N-79-2066.,1505
D:/antitrust/Data 1/testing\b5.pdf,E. M. ENTERPRISES v. KACHERES,United States District Court for the Northern District of Illinois Eastern Division,12-Nov-81,No. 81 C 2358,1511
D:/antitrust/Data 1/testing\b5.pdf,Grumman Corp. v. LTV Corp.,United States Court of Appeals for the Second Circuit,"October 28, 1981, Argued ; November 13, 1981, Decided","No. 498, Docket 81-7742",1514
D:/antitrust/Data 1/testing\b5.pdf,"People ex rel. Fahner v. Carriage Way West, Inc.",Supreme Court of Illinois,"November 13, 1981, Filed",No. 54118,1522
D:/antitrust/Data 1/testing\b5.pdf,Memorial Hospital for McHenry County v. Shadur,United States Court of Appeals for the Seventh Circuit,"October 28, 1981, Submitted ; November 16, 1981, Decided",No. 80-2815,1529
D:/antitrust/Data 1/testing\b5.pdf,Rios v. Marshall,United States District Court for the Southern District of New York,23-Nov-81,No. 79 Civ. 5711,1537
D:/antitrust/Data 1/testing\b5.pdf,"Phonetele, Inc. v. American Tel. & Tel. Co.",United States Court of Appeals for the Ninth Circuit,"May 7, 1979, Argued and submitted before a panel consisting of Hufstedler and Kennedy, Circuit Judges, andClaiborne, District Judge ; December 3, 1981, Decided","No. 77-3877, No. 77-2936",1562
D:/antitrust/Data 1/testing\b5.pdf,Arizona Downs v. Arizona Horsemen's Found.,Supreme Court of Arizona,8-Dec-81,No. 15356,1604
D:/antitrust/Data 1/testing\b5.pdf,"North Carolina ex rel. Edminsten v. P. I. A. Asheville, Inc.","United States District Court for the Western District of North Carolina, Asheville Division.","December 9, 1981.",No. A-C-80-29.,1617
D:/antitrust/Data 1/testing\b5.pdf,Rosebrough Monument Co. v. Memorial Park Cemetery Asso.,United States Court of Appeals for the Eighth Circuit,"June 16, 1981, Submitted ; December 9, 1981, Decided",No. 80-1963,1627
D:/antitrust/Data 1/testing\b5.pdf,"Huron Valley Hospital, Inc. v. Pontiac",United States Court of Appeals for the Sixth Circuit,"December 17, 1980, Argued ; December 11, 1981, Decided",No. 79-1265,1646
D:/antitrust/Data 1/testing\b5.pdf,"California State Council of Carpenters, etc. v. Associated General Contractors, Inc.",United States Court of Appeals for the Ninth Circuit,22-May-81,No. 77-2323,251
D:/antitrust/Data 1/testing\b5.pdf,"United States v. Studiengesellschaft Kohle, m.b.H",United States Court of Appeals for the District of Columbia Circuit,"May 7, 1980, Argued ; December 11, 1981, Decided",No. 79-1634,1653
D:/antitrust/Data 1/testing\b6.pdf,Ronwin v. State Bar of Arizona,United States Court of Appeals for the Ninth Circuit,"April 16, 1981, Argued and Submitted ; December 14, 1981",No. 80-5004,21
D:/antitrust/Data 1/testing\b6.pdf,"Gilbuilt Homes, Inc. v. Continental Homes of New England, etc.",United States Court of Appeals for the First Circuit,"September 10, 1981, Submitted ; December 16, 1981, Decided",No. 81-1200,38
D:/antitrust/Data 1/testing\b6.pdf,"Anziulewicz v. Bluefield Community Hospital, Inc.","United States District Court for the Southern District of West Virginia, Bluefield Division",18-Dec-81,Civ. A. No. 81-1098,43
D:/antitrust/Data 1/testing\b6.pdf,Warner Bros. v. Wilkinson,"United States District Court for the District of Utah, Central Division",21-Dec-81,Civ. No. C 80-0713J,48
D:/antitrust/Data 1/testing\b6.pdf,In re Mid-Atlantic Toyota Antitrust Litigation,United States District Court for the District of Maryland,22-Dec-81,"MDL No. 456-Y, Civ. A. Nos. Y-80-3238, Y-81-650, Y-81-726, Y-81-805, Y-81-1880",55
D:/antitrust/Data 1/testing\b6.pdf,Australia/Eastern U. S. A. Shipping Conference v. United States,United States District Court for the District of Columbia.,"December 23, 1981.",Civil Action No. 80-1830.,58
D:/antitrust/Data 1/testing\b6.pdf,Bruno v. Superior Court,"Court of Appeal of California, Fourth Appellate District, Division Two",23-Dec-81,Civ. No. 25964,73
